job_title,salary_usd,experience_level,company_size,education_required,years_experience,industry
AI Software Engineer,83812,MI,M,PhD,2,Gaming
Computer Vision Engineer,142427,SE,S,Bachelor,5,Automotive
AI Consultant,186900,SE,M,Bachelor,5,Retail
AI Specialist,129050,SE,M,PhD,9,Healthcare
Machine Learning Engineer,274462,EX,S,Bachelor,14,Energy
AI Product Manager,62465,EN,M,PhD,0,Telecommunications
Principal Data Scientist,73182,MI,M,Associate,2,Retail
Deep Learning Engineer,184437,EX,S,PhD,17,Consulting
Robotics Engineer,94373,MI,M,Bachelor,2,Healthcare
Autonomous Systems Engineer,222341,EX,M,Bachelor,16,Media
Deep Learning Engineer,54047,EN,M,Bachelor,0,Government
NLP Engineer,127771,SE,S,Associate,9,Education
AI Specialist,93985,MI,M,PhD,3,Gaming
ML Ops Engineer,66798,MI,S,Associate,4,Technology
Machine Learning Engineer,155058,SE,L,PhD,7,Gaming
ML Ops Engineer,280160,EX,L,PhD,15,Manufacturing
Autonomous Systems Engineer,77244,MI,S,Associate,4,Manufacturing
Autonomous Systems Engineer,216834,EX,M,PhD,11,Manufacturing
AI Product Manager,110485,MI,L,Master,2,Transportation
Computer Vision Engineer,43499,SE,S,Bachelor,7,Media
Computer Vision Engineer,266981,EX,L,Bachelor,13,Telecommunications
Machine Learning Researcher,126042,SE,M,Associate,8,Automotive
AI Specialist,173706,EX,S,Master,10,Media
AI Architect,75161,EN,M,Associate,0,Real Estate
Autonomous Systems Engineer,115030,SE,M,Associate,7,Media
AI Product Manager,151796,SE,M,PhD,8,Real Estate
AI Research Scientist,59337,SE,M,Master,8,Government
Robotics Engineer,84211,EN,L,Bachelor,0,Real Estate
Data Analyst,121798,SE,S,Associate,5,Media
Principal Data Scientist,198790,EX,M,Associate,11,Government
Data Engineer,80590,EN,L,Bachelor,1,Gaming
Principal Data Scientist,158320,EX,M,Associate,19,Automotive
AI Software Engineer,28067,MI,S,Master,3,Real Estate
Machine Learning Researcher,221734,EX,M,Bachelor,12,Media
Research Scientist,66023,EN,L,Master,1,Energy
Machine Learning Engineer,79053,MI,M,Master,4,Finance
AI Specialist,90414,SE,M,Master,9,Healthcare
Head of AI,44966,EN,S,Bachelor,1,Healthcare
Principal Data Scientist,135292,SE,M,Bachelor,6,Transportation
Principal Data Scientist,224798,EX,M,PhD,19,Media
Deep Learning Engineer,169956,EX,S,Bachelor,10,Gaming
Data Scientist,218143,EX,L,Master,19,Energy
AI Research Scientist,123186,SE,S,Bachelor,5,Consulting
Robotics Engineer,69645,MI,S,PhD,2,Automotive
Head of AI,157091,EX,L,PhD,16,Telecommunications
AI Specialist,90830,MI,L,Associate,4,Retail
Deep Learning Engineer,249590,EX,M,PhD,17,Transportation
Computer Vision Engineer,123791,SE,M,Bachelor,7,Finance
Head of AI,117223,SE,S,Bachelor,5,Education
NLP Engineer,27366,MI,S,PhD,3,Energy
Machine Learning Researcher,182032,EX,L,Master,13,Consulting
Data Analyst,31017,MI,L,Master,2,Gaming
Head of AI,148948,EX,S,PhD,16,Technology
Data Engineer,126217,MI,L,Bachelor,3,Energy
AI Research Scientist,85615,MI,M,Master,3,Gaming
Deep Learning Engineer,224102,EX,M,Bachelor,17,Government
Autonomous Systems Engineer,67594,EN,M,Associate,1,Retail
Autonomous Systems Engineer,172931,EX,S,Bachelor,19,Real Estate
AI Research Scientist,109233,SE,S,PhD,9,Healthcare
AI Architect,240499,EX,L,Associate,18,Media
Autonomous Systems Engineer,92133,EN,M,PhD,1,Education
Machine Learning Researcher,76049,EX,M,Bachelor,12,Telecommunications
Machine Learning Researcher,272882,EX,L,PhD,19,Transportation
AI Specialist,60278,MI,S,Associate,2,Manufacturing
AI Product Manager,232998,EX,L,Associate,17,Government
AI Software Engineer,125478,SE,S,Master,9,Consulting
AI Consultant,80666,MI,S,Associate,3,Healthcare
AI Software Engineer,130187,MI,L,Associate,4,Consulting
Data Analyst,112669,MI,L,Associate,4,Gaming
AI Research Scientist,117310,MI,L,PhD,2,Technology
Autonomous Systems Engineer,104436,EN,L,Master,1,Consulting
Robotics Engineer,151858,SE,L,Master,7,Education
AI Software Engineer,300122,EX,L,Bachelor,11,Manufacturing
Research Scientist,123704,MI,M,PhD,4,Energy
NLP Engineer,123407,SE,M,Bachelor,7,Energy
AI Research Scientist,113350,SE,S,Bachelor,8,Real Estate
Principal Data Scientist,240944,EX,M,PhD,17,Education
Autonomous Systems Engineer,56468,MI,L,Master,2,Media
AI Specialist,23467,EN,S,Bachelor,1,Education
AI Product Manager,41589,SE,S,PhD,5,Manufacturing
Autonomous Systems Engineer,56436,SE,L,PhD,6,Telecommunications
Deep Learning Engineer,102052,EN,M,Master,0,Finance
Data Engineer,140417,SE,M,Bachelor,5,Energy
Head of AI,62079,EN,L,Master,0,Media
Robotics Engineer,181941,SE,L,Bachelor,9,Transportation
Deep Learning Engineer,48759,EN,S,PhD,0,Gaming
Data Engineer,94775,SE,S,PhD,8,Retail
AI Specialist,111479,SE,S,Master,6,Technology
Data Analyst,196602,EX,M,Master,15,Manufacturing
Principal Data Scientist,264173,EX,L,PhD,15,Technology
Head of AI,69502,EN,M,PhD,1,Education
ML Ops Engineer,130004,SE,S,PhD,6,Retail
AI Product Manager,225220,EX,M,PhD,11,Real Estate
Robotics Engineer,96826,MI,M,PhD,3,Finance
Machine Learning Engineer,56293,EN,S,PhD,1,Technology
Principal Data Scientist,197669,EX,M,Bachelor,17,Real Estate
Machine Learning Engineer,129726,SE,M,Master,8,Government
AI Product Manager,146815,EX,S,Master,12,Consulting
Data Scientist,108448,SE,S,Master,5,Real Estate
NLP Engineer,56987,EN,S,Master,0,Manufacturing
Research Scientist,109575,SE,S,Bachelor,6,Automotive
AI Research Scientist,61632,EN,L,Bachelor,1,Real Estate
Research Scientist,86859,MI,M,Master,4,Technology
Data Analyst,93901,MI,M,Bachelor,2,Gaming
Machine Learning Researcher,78383,SE,S,Bachelor,9,Government
Data Scientist,105143,EX,L,Bachelor,13,Manufacturing
AI Product Manager,113830,SE,M,Associate,5,Healthcare
Research Scientist,104205,MI,M,Bachelor,4,Education
Data Scientist,76948,MI,S,Associate,3,Healthcare
Data Scientist,158361,SE,L,Master,6,Energy
ML Ops Engineer,246286,EX,M,Associate,15,Gaming
AI Architect,29444,MI,M,Associate,3,Technology
Data Scientist,65572,EX,L,PhD,10,Manufacturing
AI Research Scientist,89996,MI,M,PhD,3,Energy
Head of AI,251600,EX,M,Associate,16,Energy
Principal Data Scientist,97239,EN,L,Bachelor,0,Transportation
Research Scientist,117805,SE,S,Associate,8,Energy
Deep Learning Engineer,124143,MI,M,PhD,2,Automotive
Robotics Engineer,119551,SE,S,PhD,9,Media
NLP Engineer,122489,MI,L,Master,2,Retail
AI Product Manager,297922,EX,L,Master,19,Finance
Autonomous Systems Engineer,284790,EX,M,Associate,12,Real Estate
Machine Learning Engineer,140500,SE,S,PhD,8,Energy
NLP Engineer,116663,MI,S,Master,4,Technology
AI Product Manager,136106,SE,S,Bachelor,6,Energy
AI Specialist,120352,SE,S,Associate,8,Technology
Principal Data Scientist,115824,EX,S,Associate,10,Energy
Data Engineer,192495,EX,S,Associate,16,Government
AI Consultant,70175,EN,L,Associate,0,Gaming
Deep Learning Engineer,36741,MI,M,PhD,3,Consulting
Research Scientist,60568,EN,L,Master,1,Government
Autonomous Systems Engineer,56833,EN,M,Associate,1,Gaming
AI Research Scientist,138563,SE,S,Associate,5,Consulting
Autonomous Systems Engineer,69031,MI,S,PhD,3,Telecommunications
Principal Data Scientist,49258,EN,S,Bachelor,1,Consulting
Machine Learning Engineer,177507,EX,M,Master,16,Gaming
Robotics Engineer,278819,EX,M,Bachelor,12,Finance
Data Analyst,101827,MI,M,Bachelor,4,Gaming
Data Engineer,84062,EN,L,Bachelor,0,Real Estate
Deep Learning Engineer,102646,MI,S,Bachelor,4,Healthcare
AI Architect,95477,MI,M,Master,4,Gaming
Autonomous Systems Engineer,46111,SE,S,Master,6,Transportation
Machine Learning Researcher,97023,MI,M,PhD,3,Retail
Robotics Engineer,220428,EX,M,PhD,18,Energy
Data Analyst,111944,MI,L,PhD,4,Energy
AI Product Manager,186617,EX,L,Bachelor,18,Government
Data Analyst,161013,EX,M,Bachelor,18,Real Estate
Principal Data Scientist,30458,MI,S,Master,2,Consulting
Research Scientist,64590,EN,S,PhD,0,Technology
ML Ops Engineer,113088,SE,S,PhD,6,Automotive
Research Scientist,110516,MI,L,Associate,3,Media
Data Analyst,33400,EN,S,Associate,1,Consulting
Research Scientist,57862,EN,M,Master,1,Gaming
Machine Learning Engineer,111403,SE,M,Associate,5,Retail
AI Consultant,51736,EN,S,Bachelor,0,Government
Data Engineer,23717,EN,M,Bachelor,0,Gaming
Principal Data Scientist,109386,MI,M,Master,2,Government
Deep Learning Engineer,74878,MI,M,Bachelor,4,Government
Autonomous Systems Engineer,65141,EX,M,Associate,16,Gaming
AI Architect,128867,MI,M,Bachelor,4,Energy
Data Analyst,90726,EN,S,Associate,1,Telecommunications
Deep Learning Engineer,194760,EX,M,Master,17,Technology
Autonomous Systems Engineer,107056,SE,S,Bachelor,5,Healthcare
Principal Data Scientist,108594,SE,M,Bachelor,9,Automotive
Data Engineer,79163,MI,S,Master,2,Technology
Principal Data Scientist,32589,EN,M,PhD,0,Finance
Machine Learning Researcher,151184,SE,L,Associate,9,Telecommunications
AI Research Scientist,80519,SE,S,Bachelor,7,Finance
Autonomous Systems Engineer,67798,EN,S,Bachelor,1,Consulting
Data Engineer,142055,SE,L,Master,5,Retail
Data Scientist,120576,SE,M,Associate,5,Finance
Principal Data Scientist,125509,MI,M,PhD,3,Transportation
Data Analyst,55931,EX,M,Associate,13,Finance
Machine Learning Researcher,231123,EX,L,Bachelor,13,Consulting
AI Product Manager,228322,EX,L,Bachelor,17,Education
Research Scientist,143444,EX,S,Bachelor,14,Finance
AI Product Manager,72811,EN,M,Associate,0,Manufacturing
Research Scientist,53482,SE,S,Bachelor,5,Automotive
Computer Vision Engineer,69221,EN,S,Bachelor,1,Media
ML Ops Engineer,171506,SE,L,Master,5,Transportation
Data Analyst,149279,EX,S,PhD,18,Technology
AI Architect,123862,SE,M,PhD,5,Transportation
Data Scientist,261986,EX,L,PhD,12,Energy
Principal Data Scientist,158894,EX,S,PhD,15,Media
Deep Learning Engineer,137974,SE,L,PhD,6,Telecommunications
Head of AI,90760,MI,L,PhD,4,Education
Data Engineer,137606,SE,L,Associate,6,Telecommunications
Deep Learning Engineer,133207,EX,S,Master,19,Government
AI Product Manager,100495,EX,L,PhD,10,Media
AI Product Manager,91306,MI,S,Master,2,Energy
AI Specialist,331986,EX,L,Bachelor,11,Consulting
AI Software Engineer,75194,MI,M,PhD,4,Real Estate
AI Product Manager,89154,EN,M,Associate,0,Technology
AI Consultant,64299,EN,M,Bachelor,0,Transportation
AI Specialist,137294,SE,L,Bachelor,8,Government
Data Scientist,101275,MI,M,Associate,2,Technology
Autonomous Systems Engineer,139984,MI,L,PhD,2,Retail
Deep Learning Engineer,151316,EX,S,Master,12,Consulting
NLP Engineer,84471,EN,M,Master,1,Finance
Data Engineer,104379,SE,S,Bachelor,5,Transportation
Principal Data Scientist,252832,EX,S,PhD,10,Energy
Machine Learning Researcher,214285,EX,L,Master,17,Manufacturing
Data Engineer,100489,EN,L,Associate,0,Automotive
Research Scientist,116902,SE,M,PhD,8,Real Estate
Data Scientist,98004,EN,M,Master,1,Telecommunications
ML Ops Engineer,216802,EX,S,PhD,15,Education
Principal Data Scientist,97639,MI,M,Master,4,Energy
AI Specialist,112321,MI,L,PhD,4,Gaming
Data Engineer,192260,EX,S,Bachelor,18,Automotive
Head of AI,109993,MI,L,Associate,4,Telecommunications
AI Product Manager,65943,MI,S,Master,2,Finance
AI Software Engineer,90867,MI,M,Associate,3,Education
ML Ops Engineer,84856,EX,M,Bachelor,13,Automotive
Data Analyst,171549,EX,M,Bachelor,11,Manufacturing
AI Research Scientist,191772,EX,M,Bachelor,19,Telecommunications
Robotics Engineer,111326,SE,S,Bachelor,6,Retail
Robotics Engineer,180543,EX,M,Associate,16,Transportation
AI Research Scientist,35560,EN,M,Bachelor,1,Energy
AI Software Engineer,80024,SE,L,PhD,8,Manufacturing
AI Architect,62790,EN,M,Master,1,Healthcare
NLP Engineer,172119,SE,M,Associate,5,Finance
AI Software Engineer,144594,EX,S,Associate,14,Finance
Autonomous Systems Engineer,59241,EN,S,Bachelor,0,Transportation
Research Scientist,114166,SE,M,Bachelor,9,Media
AI Product Manager,32706,EN,S,PhD,1,Manufacturing
AI Research Scientist,120324,SE,M,PhD,8,Real Estate
NLP Engineer,59232,EN,L,Master,0,Manufacturing
AI Architect,221142,EX,M,Associate,18,Real Estate
Research Scientist,48487,EN,S,Associate,1,Manufacturing
Machine Learning Researcher,145495,SE,M,Bachelor,8,Healthcare
Autonomous Systems Engineer,64092,EN,L,Associate,0,Consulting
Data Analyst,135974,SE,S,Master,9,Education
AI Product Manager,215605,EX,M,Master,12,Technology
Principal Data Scientist,109621,MI,L,Bachelor,2,Energy
AI Specialist,155788,SE,S,Associate,6,Gaming
Research Scientist,114493,SE,L,Associate,9,Manufacturing
AI Architect,127669,SE,S,Master,7,Government
Machine Learning Engineer,184048,EX,M,Master,11,Technology
Machine Learning Engineer,62821,MI,S,PhD,2,Transportation
Data Analyst,116061,MI,M,PhD,2,Gaming
Deep Learning Engineer,68069,EN,M,PhD,1,Consulting
ML Ops Engineer,55034,EN,S,Bachelor,1,Media
AI Product Manager,197089,EX,M,Bachelor,13,Government
Data Analyst,63965,EN,S,Master,1,Consulting
Research Scientist,88359,EN,S,Associate,0,Real Estate
ML Ops Engineer,58746,EN,S,Associate,1,Retail
ML Ops Engineer,84148,EX,M,Bachelor,17,Retail
Machine Learning Engineer,106957,EN,M,Master,1,Healthcare
Autonomous Systems Engineer,83304,MI,S,PhD,3,Education
Principal Data Scientist,169228,EX,M,Bachelor,10,Education
Deep Learning Engineer,87246,MI,S,Master,3,Gaming
Research Scientist,71057,EN,M,PhD,0,Retail
Data Engineer,197354,EX,M,Associate,11,Energy
Research Scientist,128498,EX,S,Bachelor,15,Technology
AI Architect,186865,SE,L,Master,8,Telecommunications
AI Research Scientist,107253,MI,M,PhD,2,Automotive
NLP Engineer,63687,MI,S,PhD,4,Education
Principal Data Scientist,79216,MI,S,Associate,2,Education
Data Scientist,231383,EX,L,Master,11,Technology
Data Engineer,43977,SE,S,Bachelor,9,Automotive
Principal Data Scientist,58328,SE,M,Bachelor,8,Telecommunications
Machine Learning Engineer,26547,EN,L,Master,1,Finance
Autonomous Systems Engineer,55423,EN,S,Master,0,Real Estate
Machine Learning Engineer,24833,MI,S,Master,3,Media
Principal Data Scientist,110197,MI,M,PhD,3,Real Estate
AI Architect,72964,EN,M,Associate,0,Government
Robotics Engineer,59921,EN,M,Bachelor,1,Finance
AI Software Engineer,56383,EN,S,PhD,0,Telecommunications
AI Specialist,71225,EX,S,Master,19,Government
AI Consultant,64188,EN,M,Bachelor,1,Consulting
Machine Learning Researcher,111850,MI,S,PhD,2,Real Estate
Machine Learning Engineer,193873,EX,M,Master,12,Real Estate
Head of AI,69980,EX,M,PhD,17,Technology
AI Specialist,17744,EN,S,Master,1,Media
Research Scientist,55353,EN,L,Associate,0,Consulting
AI Specialist,29786,EN,M,Bachelor,0,Telecommunications
Machine Learning Researcher,75425,MI,M,Master,4,Telecommunications
Data Engineer,154886,EX,S,Master,13,Gaming
Data Engineer,99073,SE,M,PhD,9,Automotive
Head of AI,73454,EN,M,Bachelor,0,Telecommunications
AI Consultant,59838,SE,S,Associate,9,Government
AI Consultant,87537,MI,M,Master,2,Energy
AI Architect,26899,EN,M,Master,0,Healthcare
AI Architect,89970,SE,S,Bachelor,7,Telecommunications
Deep Learning Engineer,135427,SE,L,PhD,6,Government
NLP Engineer,55414,EN,M,PhD,0,Transportation
AI Architect,214757,SE,M,PhD,8,Energy
AI Specialist,165695,SE,M,Associate,5,Finance
AI Research Scientist,88990,EN,M,Master,0,Government
Head of AI,74202,EN,M,Associate,1,Consulting
Computer Vision Engineer,127421,EX,S,Master,11,Healthcare
Computer Vision Engineer,278984,EX,L,Master,14,Finance
Autonomous Systems Engineer,158896,SE,S,Master,9,Technology
Robotics Engineer,135260,MI,L,PhD,2,Consulting
AI Architect,75021,MI,S,Bachelor,2,Government
Head of AI,154992,EX,S,Associate,19,Automotive
Robotics Engineer,190121,EX,L,PhD,11,Government
Machine Learning Engineer,385410,EX,L,Bachelor,16,Real Estate
Computer Vision Engineer,100524,SE,S,Master,5,Real Estate
Machine Learning Researcher,277819,EX,M,Master,14,Gaming
NLP Engineer,65703,EN,S,Associate,1,Finance
Data Scientist,132522,SE,L,PhD,6,Transportation
Autonomous Systems Engineer,165364,EX,S,Master,11,Transportation
Principal Data Scientist,106407,SE,S,PhD,9,Technology
Autonomous Systems Engineer,72285,EN,M,Bachelor,0,Education
Principal Data Scientist,105498,SE,S,Associate,8,Telecommunications
Autonomous Systems Engineer,93513,MI,S,Bachelor,3,Energy
Data Scientist,56370,EN,M,PhD,0,Real Estate
Computer Vision Engineer,111901,MI,L,Associate,2,Healthcare
AI Product Manager,250059,EX,S,Associate,18,Telecommunications
Research Scientist,273161,EX,M,Bachelor,19,Consulting
Data Engineer,132189,SE,S,Master,8,Education
AI Architect,66589,EN,M,Associate,0,Real Estate
Data Analyst,60676,EN,M,Bachelor,0,Education
Principal Data Scientist,109570,SE,M,PhD,9,Government
Machine Learning Engineer,58052,EN,S,Associate,1,Consulting
AI Research Scientist,98945,MI,M,Associate,3,Manufacturing
AI Product Manager,199637,EX,L,Bachelor,12,Consulting
AI Software Engineer,78109,MI,S,Master,4,Consulting
AI Software Engineer,73974,MI,M,Associate,4,Automotive
AI Software Engineer,134116,SE,M,Bachelor,7,Manufacturing
Deep Learning Engineer,135851,SE,L,Associate,7,Consulting
Deep Learning Engineer,142460,SE,M,Master,5,Education
Head of AI,69316,EN,S,Associate,0,Government
Deep Learning Engineer,82158,EN,L,Associate,1,Retail
AI Product Manager,167922,SE,L,Master,5,Healthcare
NLP Engineer,142118,SE,L,Associate,8,Manufacturing
Deep Learning Engineer,215397,EX,S,Associate,15,Retail
Research Scientist,294594,EX,L,Associate,10,Manufacturing
AI Specialist,63057,EN,M,Associate,1,Energy
ML Ops Engineer,217874,EX,M,Master,19,Education
Autonomous Systems Engineer,32792,SE,S,Associate,8,Gaming
ML Ops Engineer,116266,SE,M,PhD,7,Education
AI Research Scientist,70410,EN,L,PhD,1,Technology
Data Analyst,56897,EN,L,PhD,1,Consulting
Autonomous Systems Engineer,135997,MI,S,Associate,3,Technology
Machine Learning Engineer,50494,EN,S,Associate,1,Media
AI Research Scientist,144481,EX,S,Bachelor,13,Retail
Principal Data Scientist,102340,MI,M,PhD,3,Retail
AI Research Scientist,289309,EX,S,Associate,19,Finance
AI Specialist,86564,EN,L,Associate,0,Education
Computer Vision Engineer,105245,MI,L,Master,3,Government
Principal Data Scientist,135249,EX,S,Master,14,Energy
AI Research Scientist,351014,EX,L,Master,10,Consulting
Data Scientist,170313,SE,L,Master,5,Gaming
Autonomous Systems Engineer,96839,MI,L,Associate,3,Automotive
Machine Learning Engineer,112039,EX,M,Bachelor,16,Finance
Autonomous Systems Engineer,161578,SE,L,PhD,9,Energy
Deep Learning Engineer,162342,SE,L,Associate,7,Manufacturing
AI Software Engineer,81152,MI,M,Master,3,Media
Robotics Engineer,146791,SE,L,Bachelor,6,Media
AI Architect,231457,EX,M,Associate,13,Manufacturing
Data Scientist,114857,SE,S,Associate,7,Manufacturing
Computer Vision Engineer,73750,EX,L,Associate,15,Gaming
Data Engineer,87162,EN,L,Bachelor,0,Real Estate
Machine Learning Engineer,85264,EX,M,Master,17,Education
Principal Data Scientist,72355,EN,M,Associate,0,Energy
ML Ops Engineer,83615,MI,S,Associate,4,Retail
Machine Learning Researcher,201139,SE,L,PhD,8,Energy
Research Scientist,227744,EX,M,Bachelor,11,Media
Research Scientist,50231,EN,M,Associate,1,Media
Data Analyst,149410,EX,M,PhD,15,Automotive
Data Engineer,322650,EX,S,PhD,18,Consulting
Head of AI,138075,SE,L,Bachelor,8,Technology
Data Engineer,70492,MI,L,Bachelor,4,Media
AI Architect,50946,EN,S,Associate,0,Transportation
AI Architect,74567,EN,M,Associate,1,Manufacturing
Machine Learning Engineer,63683,EN,L,Associate,0,Government
AI Product Manager,93281,EN,L,Bachelor,1,Technology
Deep Learning Engineer,86606,MI,S,Bachelor,3,Media
AI Software Engineer,114314,SE,M,PhD,7,Media
Machine Learning Researcher,44105,SE,L,PhD,6,Retail
AI Specialist,87807,MI,L,Bachelor,3,Automotive
Principal Data Scientist,105998,MI,L,Bachelor,4,Energy
Deep Learning Engineer,205845,SE,M,Associate,9,Telecommunications
AI Architect,108031,SE,S,Associate,6,Manufacturing
